rcn	reference	acronym	status	programme	topics	startDate	endDate	totalCost	ecMaxContribution	call	fundingScheme	coordinator	coordinatorCountry	numOrg	totalContrib
193273	634143	MedBioinformatics	SIGNED	H2020-EU.3.1.	PHC-32-2014	2015-05-01	2018-04-30	3463481,25	3463481,00	H2020-PHC-2014-two-stage	RIA	CONSORCIO MAR PARC DE SALUT DE BARCELONA	ES	 9	3463481,00
193274	634144	SUSTAIN	SIGNED	H2020-EU.3.1.	PHC-23-2014	2015-04-01	2019-03-31	5888487,50	5888487,00	H2020-PHC-2014-two-stage	RIA	STICHTING VU-VUMC	NL	 13	5888487,00
193275	634149	PROSPECT	SIGNED	H2020-EU.3.4.	MG-3.4-2014	2015-05-01	2018-10-31	6931978,75	6931978,25	H2020-MG-2014_TwoStages	RIA	IDIADA AUTOMOTIVE TECHNOLOGY SA	ES	 17	6931978,25
193276	634179	EMPHASIS	SIGNED	H2020-EU.3.2.	SFS-03a-2014	2015-03-01	2019-02-28	6636038,75	6526038,51	H2020-SFS-2014-2	RIA	UNIVERSITA DEGLI STUDI DI TORINO	IT	 22	6526038,51
193277	634200	BIOCASCADES	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2014-EID	2015-01-01	2018-12-31	2787956,64	2787956,64	H2020-MSCA-ITN-2014	MSCA-ITN-EID	RUHR-UNIVERSITAET BOCHUM	DE	 12	2787956,64
193278	634201	MOCHA	SIGNED	H2020-EU.3.1.	PHC-23-2014	2015-06-01	2018-11-30	6962265,00	6821232,25	H2020-PHC-2014-two-stage	RIA	IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE	UK	 19	6821232,25
193279	634238	OPERAM	SIGNED	H2020-EU.3.1.	PHC-17-2014	2015-05-01	2020-04-30	6646200,00	3735608,25	H2020-PHC-2014-two-stage	RIA	UNIVERSITAET BERN	CH	 9	3735608,25
193280	634270	SITless	SIGNED	H2020-EU.3.1.	PHC-17-2014	2015-05-01	2019-04-30	4547560,00	4547560,00	H2020-PHC-2014-two-stage	RIA	FUNDACIO SALUT I ENVELLIMENT	ES	 7	4547560,00
193281	634288	SELFIE	SIGNED	H2020-EU.3.1.	PHC-23-2014	2015-09-01	2019-08-31	5472447,25	5472446,75	H2020-PHC-2014-two-stage	RIA	ERASMUS UNIVERSITEIT ROTTERDAM	NL	 8	5472446,75
193282	634361	nEUROSTRESSPEP	SIGNED	H2020-EU.3.2.	SFS-03a-2014	2015-06-01	2019-05-31	6995053,75	6995052,50	H2020-SFS-2014-2	RIA	UNIVERSITY OF GLASGOW	UK	 14	6995052,50
193283	634402	METASPACE	SIGNED	H2020-EU.3.1.	PHC-32-2014	2015-07-01	2018-06-30	2998944,00	2998944,00	H2020-PHC-2014-two-stage	RIA	EUROPEAN MOLECULAR BIOLOGY LABORATORY	DE	 7	2998944,00
193284	634413	EPoS	SIGNED	H2020-EU.3.1.1.	PHC-01-2014	2015-05-01	2019-05-01	6173021,00	5985521,00	H2020-PHC-2014-two-stage	RIA	UNIVERSITY OF NEWCASTLE UPON TYNE	UK	 10	5985521,00
193285	634415	PoC-ID	SIGNED	H2020-EU.3.1.	PHC-10-2014	2015-05-01	2018-04-30	5963133,25	5963132,75	H2020-PHC-2014-two-stage	RIA	TECHNISCHE UNIVERSITAT BERLIN	DE	 13	5963132,75
193286	634429	ParaFishControl	SIGNED	H2020-EU.3.2.	SFS-10a-2014	2015-04-01	2020-03-31	8104133,75	7800000,00	H2020-SFS-2014-2	RIA	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS	ES	 30	7800000,00
193287	634439	EU-CaRE	SIGNED	H2020-EU.3.1.	PHC-17-2014	2015-05-01	2019-04-30	6434244,00	5593048,50	H2020-PHC-2014-two-stage	RIA	STICHTING ISALA KLINIEKEN	NL	 10	5593048,50
193288	634446	I-MOVE-plus	SIGNED	H2020-EU.3.1.	PHC-17-2014	2015-05-01	2018-10-31	7520005,25	7482728,75	H2020-PHC-2014-two-stage	RIA	EPICONCEPT	FR	 25	7482728,75
193289	634453	EUthyroid	SIGNED	H2020-EU.3.1.2.	PHC-06-2014	2015-06-01	2018-05-31	3375330,25	2999949,00	H2020-PHC-2014-two-stage	RIA	UNIVERSITATSMEDIZIN GREIFSWALD KORPERSCHAFT DES OFFENTLICHEN RECHTS	DE	 32	2999949,00
193290	634476	TREASURE	SIGNED	H2020-EU.3.2.	SFS-07a-2014	2015-04-01	2019-03-31	3395987,00	3395986,75	H2020-SFS-2014-2	RIA	KMETIJSKI INSTITUT SLOVENIJE - AGRICULTURAL INSTITUTE OF SLOVENIA	SI	 25	3395986,75
193291	634479	EYE-RISK	SIGNED	H2020-EU.3.1.1.	PHC-01-2014	2015-05-01	2019-04-30	6069996,25	5972496,00	H2020-PHC-2014-two-stage	RIA	EBERHARD KARLS UNIVERSITAET TUEBINGEN	DE	 12	5972496,00
193292	634486	INMARE	SIGNED	H2020-EU.3.2.	BG-04-2014	2015-04-01	2019-03-31	7396689,65	5999557,13	H2020-BG-2014-2	IA	BANGOR UNIVERSITY	UK	 24	5999557,13
193293	634495	MINOUW	SIGNED	H2020-EU.3.2.	SFS-09-2014	2015-03-01	2019-02-28	6239622,38	5904029,50	H2020-SFS-2014-2	RIA	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS	ES	 15	5904029,50
193294	634534	HYPROGEO	SIGNED	H2020-EU.2.1.6.1.	COMPET-02-2014	2015-02-01	2018-01-31	2993888,00	2993888,00	H2020-COMPET-2014	RIA	AIRBUS DEFENCE AND SPACE SAS	FR	 14	2993888,00
193295	634541	CDS-QUAMRI	SIGNED	H2020-EU.3.1.	PHC-32-2014	2015-09-01	2020-08-31	3261125,00	2168125,00	H2020-PHC-2014-two-stage	RIA	MAX PLANCK GESELLSCHAFT ZUR FOERDERUNG DER WISSENSCHAFTEN E.V.	DE	 7	2168125,00
193296	634559	BETA3_LVH	SIGNED	H2020-EU.3.1.	PHC-13-2014	2015-05-01	2020-04-30	5425113,73	5425112,98	H2020-PHC-2014-two-stage	RIA	UNIVERSITE CATHOLIQUE DE LOUVAIN	BE	 12	5425112,98
193297	634561	TRADITOM	SIGNED	H2020-EU.3.2.	SFS-07a-2014	2015-03-01	2018-02-28	4372015,25	4372015,25	H2020-SFS-2014-2	RIA	AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS	ES	 16	4372015,25
193298	634570	FORECEE	SIGNED	H2020-EU.3.1.2.	PHC-05-2014	2015-09-01	2019-08-31	7994746,25	7994746,25	H2020-PHC-2014-two-stage	RIA	UNIVERSITY COLLEGE LONDON	UK	 14	7994746,25
193299	634579	CARBALIVE	SIGNED	H2020-EU.3.1.	PHC-13-2014	2015-05-01	2019-10-31	6231484,75	5913079,75	H2020-PHC-2014-two-stage	RIA	UNIVERSITY COLLEGE LONDON	UK	 14	5913079,75
193300	634588	NOMORFILM	SIGNED	H2020-EU.3.2.	BG-03-2014	2015-04-01	2019-03-31	7651315,75	7651315,00	H2020-BG-2014-2	RIA	FUNDACION PRIVADA INSTITUTO DE SALUD GLOBAL BARCELONA	ES	 15	7651315,00
193301	634650	VIROGENESIS	SIGNED	H2020-EU.3.1.	PHC-32-2014	2015-06-01	2018-05-31	2995969,98	2995968,74	H2020-PHC-2014-two-stage	RIA	KATHOLIEKE UNIVERSITEIT LEUVEN	BE	 8	2995968,74
193302	634674	TASCMAR	SIGNED	H2020-EU.3.2.	BG-03-2014	2015-04-01	2019-03-31	6758452,50	6755950,25	H2020-BG-2014-2	RIA	CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	FR	 13	6755950,25
193303	634699	FRESH-DEMO	SIGNED	H2020-EU.3.2.	SFS-17-2014	2015-03-01	2017-02-28	2565006,25	1994802,63	H2020-SFS-2014-2	IA	CONTRONICS ENGINEERING BV* CEN	NL	 10	1994802,63
193304	634753	EU-TOPIA	SIGNED	H2020-EU.3.1.2.	PHC-06-2014	2015-09-01	2020-08-31	2995683,00	2995683,00	H2020-PHC-2014-two-stage	RIA	ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM	NL	 7	2995683,00
193305	634757	ICare	SIGNED	H2020-EU.3.1.	PHC-23-2014	2015-09-01	2019-08-31	6154682,50	4972682,50	H2020-PHC-2014-two-stage	RIA	TECHNISCHE UNIVERSITAET DRESDEN	DE	 14	4972682,50
193306	634789	MDS-RIGHT	SIGNED	H2020-EU.3.1.	PHC-17-2014	2015-05-01	2020-04-30	5999998,75	5999997,75	H2020-PHC-2014-two-stage	RIA	STICHTING KATHOLIEKE UNIVERSITEIT	NL	 15	5999997,75
193307	634809	PRECIOUS	SIGNED	H2020-EU.3.1.	PHC-17-2014	2015-06-01	2020-05-31	5994000,50	5994000,00	H2020-PHC-2014-two-stage	RIA	UNIVERSITAIR MEDISCH CENTRUM UTRECHT	NL	 17	5994000,00
193308	634821	PROPAG-AGEING	SIGNED	H2020-EU.3.1.1.	PHC-01-2014	2015-09-01	2019-08-31	5993376,00	5993376,00	H2020-PHC-2014-two-stage	RIA	AZIENDA UNITA' SANITARIA LOCALE DI BOLOGNA	IT	 9	5993376,00
193309	634869	SCOPE	SIGNED	H2020-EU.3.1.2.	PHC-06-2014	2015-05-01	2019-04-30	2950000,00	2950000,00	H2020-PHC-2014-two-stage	RIA	ISTITUTO NAZIONALE DI RIPOSO E CURA PER ANZIANI INRCA	IT	 9	2950000,00
193310	634880	EDC-MixRisk	SIGNED	H2020-EU.3.1.1.	PHC-01-2014	2015-05-01	2019-04-30	6223330,00	6223330,00	H2020-PHC-2014-two-stage	RIA	KAROLINSKA INSTITUTET	SE	 12	6223330,00
193311	634886	GLORIA	SIGNED	H2020-EU.3.1.	PHC-17-2014	2015-09-01	2020-08-31	6001715,00	5993589,50	H2020-PHC-2014-two-stage	RIA	STICHTING VU-VUMC	NL	 13	5993589,50
193312	634890	BeyondSeq	SIGNED	H2020-EU.3.1.	PHC-10-2014	2015-05-01	2019-04-30	6034026,09	6034026,09	H2020-PHC-2014-two-stage	RIA	TEL AVIV UNIVERSITY	IL	 8	6034026,09
193313	634893	REGAIN	SIGNED	H2020-EU.3.1.	PHC-13-2014	2015-05-01	2018-10-31	5834340,25	5834340,00	H2020-PHC-2014-two-stage	RIA	AUDION THERAPEUTICS BV	NL	 7	5834340,00
193314	634928	GLAM	SIGNED	H2020-EU.3.1.	PHC-10-2014	2015-05-01	2019-04-30	4835584,25	4835584,00	H2020-PHC-2014-two-stage	RIA	ACONDICIONAMIENTO TARRASENSE ASSOCIACION	ES	 10	4835584,00
193315	634935	BRIDGES	SIGNED	H2020-EU.3.1.2.	PHC-05-2014	2015-09-01	2020-08-31	6460000,00	6200000,00	H2020-PHC-2014-two-stage	RIA	ACADEMISCH ZIEKENHUIS LEIDEN	NL	 17	6200000,00
193316	634942	MycoSynVac	SIGNED	H2020-EU.2.1.4.	BIOTEC-1-2014	2015-04-01	2020-03-31	8056677,00	8056677,00	H2020-LEIT-BIO-2014-1	RIA	FUNDACIO CENTRE DE REGULACIO GENOMICA	ES	 8	8056677,00
193317	634943	PASS	SIGNED	H2020-EU.2.1.6.	SPACE	2014-09-01	2016-08-31	1153250,00	1000000,00	H2020-Adhoc-2014-20	CSA	EUROPEAN UNION SATELLITE CENTRE	ES	 1	1000000,00
193318	635056	SILNE-R	SIGNED	H2020-EU.3.1.2.	PHC-06-2014	2015-10-01	2018-09-30	2999997,50	2999997,50	H2020-PHC-2014-two-stage	RIA	Academisch Medisch Centrum bij de Universiteit van Amsterdam	NL	 10	2999997,50
193319	635122	PROCROP	SIGNED	H2020-EU.3.1.	PHC-13-2014	2015-09-01	2020-08-31	7572500,00	5750000,00	H2020-PHC-2014-two-stage	RIA	FUNDACION PARA LA INVESTIGACION MEDICA APLICADA FIMA	ES	 7	5750000,00
193320	635149	SIS-RRI	SIGNED	H2020-EU.5.	SCIENCE WAF SOCIETY	2014-06-01	2015-08-31	799646,25	799646,00	H2020-Adhoc-2014-20	CSA	CONSIGLIO NAZIONALE DELLE RICERCHE	IT	 2	799646,00
193321	635183	ADVOCATE	SIGNED	H2020-EU.3.1.	PHC-23-2014	2015-05-01	2019-04-30	5993032,75	5993032,50	H2020-PHC-2014-two-stage	RIA	UNIVERSITY OF LEEDS	UK	 11	5993032,50
193322	635188	SUCCESS	SIGNED	H2020-EU.3.2.	BG-10-2014	2015-04-01	2018-03-31	5207821,75	4998290,25	H2020-BG-2014-2	RIA	UNIVERSITE DE BRETAGNE OCCIDENTALE	FR	 24	4998290,25
193323	635201	LANDMARK	SIGNED	H2020-EU.3.2.	SFS-04-2014	2015-05-01	2019-10-31	5307551,25	4999663,00	H2020-SFS-2014-2	RIA	TEAGASC - AGRICULTURE AND FOOD DEVELOPMENT AUTHORITY	IE	 22	4999663,00
193324	635266	TRACE	SIGNED	H2020-EU.3.4.	MG-5.3-2014	2015-06-01	2018-05-31	2896984,75	2896984,75	H2020-MG-2014_TwoStages	RIA	INESC ID - INSTITUTO DE ENGENHARIADE SISTEMAS E COMPUTADORES, INVESTIGACAO E DESENVOLVIMENTO EM LISBOA	PT	 12	2896984,75
193325	635290	PanCanRisk	SIGNED	H2020-EU.3.1.	PHC-32-2014	2015-07-01	2018-06-30	2948183,75	2948183,75	H2020-PHC-2014-two-stage	RIA	FUNDACION PUBLICA GALEGA DE MEDICINA XENOMICA	ES	 6	2948183,75
193326	635316	ATHLOS	SIGNED	H2020-EU.3.1.1.	PHC-01-2014	2015-05-01	2020-04-30	6139147,50	5943835,00	H2020-PHC-2014-two-stage	RIA	PARC SANITARI SANT JOAN DE DEU	ES	 14	5943835,00
193327	635340	MARISURF	SIGNED	H2020-EU.3.2.	BG-03-2014	2015-09-01	2020-09-01	4749647,50	4749647,50	H2020-BG-2014-2	RIA	HERIOT-WATT UNIVERSITY	UK	 12	4749647,50
193328	635342	MoTriColor	SIGNED	H2020-EU.3.1.	PHC-13-2014	2015-10-01	2019-09-30	5996992,00	5996992,00	H2020-PHC-2014-two-stage	RIA	FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON	ES	 10	5996992,00
193329	635359	BRIDGES	SIGNED	H2020-EU.3.2.	BG-06-2014	2015-03-01	2019-02-28	7791810,00	7791810,00	H2020-BG-2014-2	RIA	ASSOCIATION POUR LA RECHERCHE ET LE DEVELOPPEMENT DES METHODES ET PROCESSUS INDUSTRIELS - ARMINES	FR	 19	7791810,00
193330	635405	COSMOS	SIGNED	H2020-EU.3.2.	ISIB-05-2014	2015-03-01	2019-08-31	10811197,50	10811197,50	H2020-ISIB-2014-2	RIA	STICHTING DIENST LANDBOUWKUNDIG ONDERZOEK	NL	 18	10811197,50
193331	635408	Paragone	SIGNED	H2020-EU.3.2.	SFS-01b-2014	2015-04-01	2019-03-31	9311059,75	8998559,75	H2020-SFS-2014-2	RIA	MOREDUN RESEARCH INSTITUTE	UK	 17	8998559,75
193332	635478	i3-Food	SIGNED	H2020-EU.3.2.	SFS-17-2014	2015-03-01	2018-02-28	2314375,00	2159275,00	H2020-SFS-2014-2	IA	ELEA VERTRIEBS- UND VERMARKTUNGSGESELLSCHAFT MBH	DE	 10	2159275,00
193333	635491	DexROV	SIGNED	H2020-EU.3.2.	BG-06-2014	2015-03-01	2018-08-31	5336006,25	4631182,50	H2020-BG-2014-2	RIA	SPACE APPLICATIONS SERVICES NV	BE	 7	4631182,50
193334	635518	CoachCom2020	SIGNED	H2020-EU.2.3.2.2.	INNOSUP-9-2014	2014-09-01	2016-08-31	759856,24	759856,24	H2020-INNOSUP-2014-1	CSA	INNOVAYT A/S	DK	 7	759856,24
193335	635536	EmPowerPutida	SIGNED	H2020-EU.2.1.4.	BIOTEC-1-2014	2015-05-01	2019-04-30	6839673,00	6020825,00	H2020-LEIT-BIO-2014-1	RIA	WAGENINGEN UNIVERSITY	NL	 9	6020825,00
193336	635537	lightMaterInt	SUSPENDED	H2020-EU.1.1.	ERC-StG-2014	2015-12-01	2020-11-30	1999825,00	1999825,00	ERC-2014-STG	ERC-STG	WEIZMANN INSTITUTE OF SCIENCE	IL	 1	1999825,00
193337	635557	nextBioPharmDSP	SIGNED	H2020-EU.2.1.4.	BIOTEC-4-2014	2015-03-01	2019-02-28	10569662,50	8366432,50	H2020-LEIT-BIO-2014-1	IA	LEK FARMACEVTSKA DRUZBA DD	SI	 7	8366432,50
193338	635568	LAkHsMI	SIGNED	H2020-EU.3.2.	BG-09-2014	2015-04-01	2019-03-31	3040221,25	3040221,25	H2020-BG-2014-2	RIA	TALLINNA TEHNIKAULIKOOL	EE	 6	3040221,25
193339	635577	SUFISA	SIGNED	H2020-EU.3.2.	SFS-19-2014	2015-05-01	2019-04-30	4863662,50	4863661,75	H2020-SFS-2014-2	RIA	KATHOLIEKE UNIVERSITEIT LEUVEN	BE	 13	4863661,75
193340	635595	CARBAZYMES	SIGNED	H2020-EU.2.1.4.	BIOTEC-3-2014	2015-04-01	2019-03-31	9251355,00	8202966,00	H2020-LEIT-BIO-2014-1	IA	TECHNISCHE UNIVERSITAT DARMSTADT	DE	 14	8202966,00
193341	635597	EcoPROLIVE	SIGNED	H2020-EU.3.2.	SFS-17-2014	2015-09-01	2017-08-31	2417775,00	1999500,00	H2020-SFS-2014-2	IA	CONTACTICA S.L.	ES	 9	1999500,00
193342	635632	FieldFOOD	SIGNED	H2020-EU.3.2.	SFS-17-2014	2015-04-01	2018-03-31	2281015,00	1994301,25	H2020-SFS-2014-2	IA	UNIVERSIDAD DE ZARAGOZA	ES	 12	1994301,25
193343	635643	HIPSTER	SIGNED	H2020-EU.3.2.	SFS-17-2014	2015-03-01	2017-08-31	2328928,75	1978928,75	H2020-SFS-2014-2	IA	Centro Nacional de Tecnología y Seguridad Alimentaria (CNTA) - Laboratorio del Ebro	ES	 9	1978928,75
193344	635656	SiS.net2	SIGNED	H2020-EU.5.f.;H2020-EU.5.	GARRI-7-2014	2014-11-01	2017-10-31	1999593,75	1999593,75	H2020-GARRI-NCP-2014-1	CSA	THE ICELANDIC CENTRE FOR RESEARCH	IS	 16	1999593,75
193345	635727	PROTEIN2FOOD	SIGNED	H2020-EU.3.2.	SFS-15-2014	2015-03-01	2020-02-29	8817637,50	8817637,50	H2020-SFS-2014-2	RIA	KOBENHAVNS UNIVERSITET	DK	 19	8817637,50
193346	635734	ROBOX	SIGNED	H2020-EU.2.1.4.	BIOTEC-3-2014	2015-04-01	2019-03-31	11371611,56	8335263,00	H2020-LEIT-BIO-2014-1	IA	DSM CHEMICAL TECHNOLOGY R & D BV	NL	 19	8335263,00
193347	635750	iSQAPER	SIGNED	H2020-EU.3.2.	SFS-04-2014	2015-05-01	2020-04-30	6876625,00	5375375,00	H2020-SFS-2014-2	RIA	WAGENINGEN UNIVERSITY	NL	 25	5375375,00
193348	635759	FUTURE-FOOD	SIGNED	H2020-EU.3.2.	SFS-17-2014	2015-03-01	2018-02-28	2602973,75	2094031,62	H2020-SFS-2014-2	IA	FEYECON DEVELOPMENT & IMPLEMENTATION BV	NL	 7	2094031,62
193349	635761	PrimeFish	SIGNED	H2020-EU.3.2.	BG-10-2014	2015-03-01	2019-02-28	5275426,25	4997912,50	H2020-BG-2014-2	RIA	MATIS OHF	IS	 16	4997912,50
193350	635770	DiViNe	SIGNED	H2020-EU.2.1.4.	BIOTEC-4-2014	2015-03-01	2020-02-29	7682281,25	5825580,00	H2020-LEIT-BIO-2014-1	IA	INSTITUTO DE BIOLOGIA EXPERIMENTAL E TECNOLOGICA	PT	 6	5825580,00
193351	635773	U-TURN	SIGNED	H2020-EU.3.4.	MG-5.2-2014	2015-06-01	2018-05-31	2735542,50	2735542,50	H2020-MG-2014_TwoStages	RIA	INTRASOFT INTERNATIONAL SA	BE	 10	2735542,50
193352	635844	SENSKIN	SIGNED	H2020-EU.3.4.	MG-8.1a-2014	2015-06-01	2018-11-30	3883041,63	3883041,63	H2020-MG-2014_TwoStages	RIA	INSTITUTE OF COMMUNICATION AND COMPUTER SYSTEMS	EL	 13	3883041,63
193353	635867	BONVOYAGE	SIGNED	H2020-EU.3.4.	MG-7.2a-2014	2015-05-01	2018-04-30	4000000,00	4000000,00	H2020-MG-2014_TwoStages	RIA	CONSORZIO NAZIONALE INTERUNIVERSITARIO PER LE TELECOMUNICAZIONI	IT	 11	4000000,00
193354	635872	CIRCODE	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-09-01	2020-08-31	1497688,00	1497688,00	ERC-2014-STG	ERC-STG	LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN	DE	 1	1497688,00
193355	635874	NEXTRUST	SIGNED	H2020-EU.3.4.	MG-6.1-2014	2015-05-01	2018-10-31	18106751,00	18000000,00	H2020-MG-2014_TwoStages	RIA	TX LOGISTIK AG	DE	 31	18000000,00
193356	635885	DORA	SIGNED	H2020-EU.3.4.	MG-1.3-2014	2015-06-01	2018-05-31	4682895,00	4682895,00	H2020-MG-2014_TwoStages	RIA	EURESCOM-EUROPEAN INSTITUTE FOR RESEARCH AND STRATEGIC STUDIES IN TELECOMMUNICATIONS GMBH	DE	 13	4682895,00
193357	635893	ENGRes2014	SIGNED	H2020-EU.1.3.	MSCA	2014-08-01	2015-05-31	150825,00	150000,00	H2020-Adhoc-2014-20	CSA	MINISTERO DELL'ISTRUZIONE, DELL'UNIVERSITA' E DELLA RICERCA	IT	 1	150000,00
193358	635895	InDeV	SIGNED	H2020-EU.3.4.	MG-3.4-2014	2015-05-01	2018-04-30	4960000,00	4900000,00	H2020-MG-2014_TwoStages	RIA	LUNDS UNIVERSITET	SE	 8	4900000,00
193359	635898	CITYLAB	SIGNED	H2020-EU.3.4.	MG-5.2-2014	2015-05-01	2018-04-30	3979998,13	3979998,13	H2020-MG-2014_TwoStages	RIA	TRANSPORTOKONOMISK INSTITUTT	NO	 24	3979998,13
193360	635900	IN2RAIL	SIGNED	H2020-EU.3.4.	MG-2.1-2014	2015-05-01	2018-04-30	17998546,00	17998546,00	H2020-MG-2014_TwoStages	RIA	NETWORK RAIL INFRASTRUCTURE LIMITED	UK	 54	17998546,00
193361	635928	PRISM	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-05-01	2020-04-30	1661605,00	1661605,00	ERC-2014-STG	ERC-STG	TECHNISCHE UNIVERSITEIT EINDHOVEN	NL	 1	1661605,00
193362	635962	TILDA	SIGNED	H2020-EU.3.4.	MG-1.1-2014	2015-05-01	2018-04-30	3048742,50	2706241,75	H2020-MG-2014_TwoStages	RIA	NUMERICAL MECHANICS APPLICATIONS INTERNATIONAL SA	BE	 11	2706241,75
193363	635973	BENEFIT	SIGNED	H2020-EU.3.4.	MG-9.3-2014	2014-12-01	2016-08-31	1671461,25	1671461,25	H2020-MG-2014_SingleStage_A	CSA	University of the Aegean-Research Unit	EL	 14	1671461,25
193364	635975	XCYCLE	SIGNED	H2020-EU.3.4.	MG-3.4-2014	2015-06-01	2018-11-30	5009332,50	5009330,00	H2020-MG-2014_TwoStages	RIA	ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA	IT	 9	5009330,00
193365	635998	FLOW	SIGNED	H2020-EU.3.4.	MG-5.3-2014	2015-05-01	2018-04-30	3781697,13	3781696,00	H2020-MG-2014_TwoStages	RIA	RUPPRECHT CONSULT - FORSCHUNG & BERATUNG GMBH	DE	 16	3781696,00
193366	636012	ELIPTIC	SIGNED	H2020-EU.3.4.	MG-5.1-2014	2015-06-01	2018-05-31	5988745,35	5988745,35	H2020-MG-2014_TwoStages	RIA	FREIE HANSESTADT BREMEN	DE	 33	5988745,35
193367	636027	E-ferry	SIGNED	H2020-EU.3.4.	MG-4.1-2014	2015-06-01	2019-05-31	21347852,75	16001856,50	H2020-MG-2014_TwoStages	IA	AERO KOMMUNE	DK	 9	16001856,50
193368	636032	ROLL2RAIL	SIGNED	H2020-EU.3.4.	MG-2.3-2014	2015-05-01	2017-10-31	16000000,00	16000000,00	H2020-MG-2014_TwoStages	RIA	UNION DES INDUSTRIES FERROVIAIRES EUROPEENNES - UNIFE	BE	 31	16000000,00
193369	636053	AEROGUST	SIGNED	H2020-EU.3.4.	MG-1.1-2014	2015-05-01	2018-04-30	4289986,25	4237652,00	H2020-MG-2014_TwoStages	RIA	UNIVERSITY OF BRISTOL	UK	 12	4237652,00
193370	636063	INSITER	SIGNED	H2020-EU.2.1.5.;H2020-EU.2.1.5.2.	EeB-03-2014	2014-12-01	2018-11-30	5999885,00	5999885,00	H2020-EeB-2014	RIA	DEMO CONSULTANTS BV	NL	 14	5999885,00
193371	636069	OMICON	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-04-01	2020-03-31	1494253,75	1494253,75	ERC-2014-STG	ERC-STG	TECHNISCHE UNIVERSITAET GRAZ	AT	 1	1494253,75
193372	636071	Smart-Rail	SIGNED	H2020-EU.3.4.	MG-2.2-2014	2015-05-01	2018-04-30	5999213,00	5999213,00	H2020-MG-2014_TwoStages	RIA	NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO	NL	 19	5999213,00
193373	636078	IT2RAIL	SIGNED	H2020-EU.3.4.	MG-2.2-2014	2015-05-01	2017-10-31	12025000,00	12000000,00	H2020-MG-2014_TwoStages	RIA	UNION DES INDUSTRIES FERROVIAIRES EUROPEENNES - UNIFE	BE	 27	12000000,00
193374	636116	REMOTIVATE	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-10-01	2020-09-30	1257000,00	1257000,00	ERC-2014-STG	ERC-STG	UNIVERSITEIT GENT	BE	 1	1257000,00
193375	636126	ETC	SIGNED	H2020-EU.3.4.	MG-7.2a-2014	2015-05-01	2017-04-30	4500000,00	4500000,00	H2020-MG-2014_TwoStages	RIA	STICHTING OPEN TICKETING	NL	 6	4500000,00
193376	636136	SENIORS	SIGNED	H2020-EU.3.4.	MG-3.4-2014	2015-06-01	2018-05-31	2899587,50	2899587,50	H2020-MG-2014_TwoStages	RIA	BUNDESANSTALT FUER STRASSENWESEN	DE	 8	2899587,50
193377	636146	LeanShips	SIGNED	H2020-EU.3.4.	MG-4.1-2014	2015-05-01	2019-05-01	22993509,38	17256399,21	H2020-MG-2014_TwoStages	IA	SCHEEPSWERF DAMEN GORINCHEM BV	NL	 46	17256399,21
193378	636148	EuTravel	SIGNED	H2020-EU.3.4.	MG-7.2a-2014	2015-05-01	2017-10-31	3873992,50	3873992,50	H2020-MG-2014_TwoStages	RIA	INLECOM Systems Ltd	UK	 17	3873992,50
193379	636158	RCMS	SIGNED	H2020-EU.3.4.	MG-8.2a-2014	2015-05-01	2017-01-31	4195884,99	4195884,99	H2020-MG-2014_TwoStages	RIA	CIRCLE SRL	IT	 10	4195884,99
193380	636160	OPTIMUM	SIGNED	H2020-EU.3.4.	MG-7.1-2014	2015-05-01	2018-04-30	5966186,25	5966186,00	H2020-MG-2014_TwoStages	RIA	INTRASOFT INTERNATIONAL SA	BE	 19	5966186,00
193381	636164	WRIST	SIGNED	H2020-EU.3.4.	MG-8.1a-2014	2015-05-01	2018-04-30	4188356,25	4188355,75	H2020-MG-2014_TwoStages	RIA	BELGISCH INSTITUUT VOOR LASTECHNIEKVZW INSTITUT BELGE DE LA SOUDURE ASBL	BE	 10	4188355,75
193382	636170	I2MPECT	SIGNED	H2020-EU.3.4.	MG-1.1-2014	2015-05-01	2018-04-30	7180892,51	6734626,26	H2020-MG-2014_TwoStages	RIA	SIEMENS AKTIENGESELLSCHAFT	DE	 9	6734626,26
