title;topicRcn;topicCode;legalBasisRcn;legalBasisCode
Laminar Horizontal Tail Plane full scale ground demonstrator;700159;JTI-CS2-2015-CFP02-LPA-01-06;665404;H2020-EU.3.4.5.1.
Head Up System integration in next generation cockpits;700161;JTI-CS2-2015-CFP02-LPA-03-06;665404;H2020-EU.3.4.5.1.
IoT joint research;700163;EUK-02-2016;664147;H2020-EU.2.1.1.
Promoting safe innovation through global consolidation and networking of nanosafety centres and strengthening the European industry through cooperation in nanosafety;700165;NMBP-27-2016;664165;H2020-EU.2.1.2.2.
Socio-economic research on consumer's behaviour related to energy efficiency;700167;EE-08-2016;664323;H2020-EU.3.3.1.
SCIENTIX III Building and maintaining a Science Education Community in Europe by promoting Inquiry-Based Science Education and other initiatives at national level;700169;IBA-SWFS-SCIENTIX-2016;664497;H2020-EU.5.a.
Electromechanical actuator for primary moveable surfaces of small aircraft with health monitoring;700171;JTI-CS2-2015-CFP02-SYS-03-01;665414;H2020-EU.3.4.5.6.
Development of pultrusion manufacturing applications;700173;JTI-CS2-2015-CFP02-LPA-02-10;665404;H2020-EU.3.4.5.1.
5G � Next Generation Communication Networks;700175;EUK-01-2016;664147;H2020-EU.2.1.1.
Integrated main landing gear bay;700177;JTI-CS2-2015-CFP02-LPA-02-09;665404;H2020-EU.3.4.5.1.
Integration of advanced technologies for heating and cooling at building and district level;700179;EEB-03-2016;664201;H2020-EU.2.1.5.2.
Hybrid Propulsion Component Studies � Electrics;700181;JTI-CS2-2015-CFP02-LPA-01-11;665404;H2020-EU.3.4.5.1.
Analysis of centrifugal compressor instabilities occurring with vaneless diffusor, at low mass flow momentum;700183;JTI-CS2-2015-CFP02-SYS-02-10;665414;H2020-EU.3.4.5.6.
Increasing productivity of industrial multi-purpose agricultural crops;700185;BBI.VC3.R8-2015;665315;H2020-EU.3.2.6.
Valorisation of aquatic biomass;700187;BBI.VC3.R9-2015;665315;H2020-EU.3.2.6.
Facilitating knowledge management, networking and coordination in the field of formulated products;700189;NMBP-30-2016;664173;H2020-EU.2.1.3.
5G � Next Generation Communication Networks;700192;EUJ-01-2016;664147;H2020-EU.2.1.1.
Prototype Manufacturing Tooling for Single Parts Manufacturing of the Rotorless tail for LifeRCraft.;700194;JTI-CS2-2015-CFP02-AIR-02-13;665410;H2020-EU.3.4.5.4.
Start-up activities for System Platform Demonstrator Integrated Assessment and socio-economic effects;700200;S2R-CFM-CCA-01-2015;700201;�H2020-EU.3.4.8.6.
Shopping, booking and ticketing of multimodal travel solutions;700204;S2R-CFM-IP4-01-2015;700205;�H2020-EU.3.4.8.4.
Potential use of carbon dioxide / carbon monoxide and non-conventional fossil natural resources in Europe as feedstock for the process industry;700208;SPIRE-05-2016;664203;H2020-EU.2.1.5.3.
ERC-Proof of Concept-2016;700210;ERC-PoC-2016;664099;H2020-EU.1.1.
Models and tools for heating and cooling mapping and planning;700212;EE-05-2016;664323;H2020-EU.3.3.1.
An empirically informed European theory of justice and fairness;700214;REV-INEQUAL-01-2016;664435;H2020-EU.3.6.
Fast Track to Innovation Pilot;700218;FTIPilot-01-2016;664235;H2020-EU.3.
Tool-Part-Interaction simulation process linked to laminate quality;700221;JTI-CS2-2015-CFP02-AIR-01-12;665410;H2020-EU.3.4.5.4.
Technology evaluation of immersive technologies for in-flight applications;700223;JTI-CS2-2015-CFP02-AIR-01-14;665410;H2020-EU.3.4.5.4.
Passive thermo-acoustic insulation for small aircraft.;700225;JTI-CS2-2015-CFP02-SYS-03-02;665414;H2020-EU.3.4.5.6.
Experimental characterization of turbulent pressure fluctuations on realistic Contra-Rotating Open Rotor (CROR) 2D airfoil in representative high subsonic Mach number.;700227;JTI-CS2-2015-CFP02-AIR-01-09;665410;H2020-EU.3.4.5.4.
System development for optical fiber sensing technology measurements for �industrial aeronautical contexts: composite manufacturing plants, structural test platforms and airborne conditions;700229;JTI-CS2-2015-CFP02-AIR-02-12;665410;H2020-EU.3.4.5.4.
Conventional and Smart Bearings for Ground Test Demo;700231;JTI-CS2-2015-CFP02-ENG-01-02;665412;H2020-EU.3.4.5.5.
Prototype Tooling for Sub-Assembly, Final Assembly and Transport of the Rotorless tail for the Compound RC.;700233;JTI-CS2-2015-CFP02-AIR-02-14;665410;H2020-EU.3.4.5.4.
Intelligent maintenance systems and strategies;700235;S2R-CFM-IP3-02-2016;700236;�H2020-EU.3.4.8.3.
Valorisation of waste heat in industrial systems (SPIRE PPP);700237;EE-17-2016-2017;664323;H2020-EU.3.3.1.
Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.;700239;CULT-COOP-08-2016;664435;H2020-EU.3.6.
Supporting accelerated and cost-effective deep renovation of buildings through Public Private Partnership (EeB PPP);700243;EE-10-2016;664323;H2020-EU.3.3.1.
Spatial justice, social cohesion and territorial inequalities;700245;REV-INEQUAL-07-2016;664435;H2020-EU.3.6.
Smart-grid converter;700250;JTI-CS2-2015-CFP02-REG-01-01;665406;H2020-EU.3.4.5.2.
System and cost optimised hybridisation of road vehicles;700252;GV-03-2016;664357;H2020-EU.3.4.
Freight Propulsion concepts;700254;S2R-CFM-IP5-03-2015;700255;�H2020-EU.3.4.8.5.
Process development for composite frames manufacturing with high production rate and low cost;700256;JTI-CS2-2015-CFP02-AIR-02-16;665410;H2020-EU.3.4.5.4.
Better integration of evidence on the impact of research and innovation in policy making;700258;CO-CREATION-08-2016-2017;664447;H2020-EU.3.6.2.
Validation of aero-vibro-acoustic model on new aerodynamic configurations.;700261;JTI-CS2-2015-CFP02-LPA-01-05;665404;H2020-EU.3.4.5.1.
Erosion-resistant functional coatings;700263;JTI-CS2-2015-CFP02-AIR-01-10;665410;H2020-EU.3.4.5.4.
Federated Cloud resource brokerage for mobile cloud services;700265;EUK-03-2016;664147;H2020-EU.2.1.1.
Intelligent solutions and tools in forest production systems, fostering a sustainable supply of quality wood for the growing bioeconomy;700267;BB-04-2016;664291;H2020-EU.3.2.1.4.
Understanding the transformation of European public administrations;700269;CULT-COOP-11-2016-2017;664435;H2020-EU.3.6.
Healthcare Workforce IT skills;700272;SC1-HCO-13-2016;664275;H2020-EU.3.1.6.
Research into enhanced track and switch and crossing system;700274;S2R-CFM-IP3-01-2016;700236;�H2020-EU.3.4.8.3.
New heating and cooling solutions using low grade sources of thermal energy;700276;EE-04-2016-2017;664323;H2020-EU.3.3.1.
Multi-stakeholder platform for enhancing youth digital opportunities;700278;REV-INEQUAL-10-2016;664435;H2020-EU.3.6.
Facilitating public procurement of innovative sustainable transport and mobility solutions in urban areas;700282;MG-4.4-2016;664357;H2020-EU.3.4.
Research, technology development and market trends for the European transport manufacturing industries;700284;MG-8.1-2016;664357;H2020-EU.3.4.
Behavioural change toward energy efficiency through ICT;700286;EE-07-2016-2017;664323;H2020-EU.3.3.1.
Energy and sustainability, including noise and vibrations baselines assessment;700288;S2R-CFM-CCA-02-2015;700201;�H2020-EU.3.4.8.6.
HVDC Generator;700290;JTI-CS2-2015-CFP02-FRC-02-13;665408;H2020-EU.3.4.5.3.
Support to JPI Urban Europe;700292;WIDESPREAD-02-2016;664481;H2020-EU.4.
Fighting inequalities through policies against tax fraud and tax evasion;700294;REV-INEQUAL-08-2016;664439;H2020-EU.3.6.1.1.
Roadmap, new business models, awareness raising, support and incentives for the roll-out of ITS;700298;MG-6.3-2016;664357;H2020-EU.3.4.
ALGeSMo (Advanced Landing Gear Sensing & Monitoring );700300;JTI-CS2-2015-CFP02-SYS-02-09;665414;H2020-EU.3.4.5.6.
Travel companion and tracking services;700302;S2R-CFM-IP4-02-2015;700205;�H2020-EU.3.4.8.4.
Ice protection technology based on electromagnetic induction integrated in representative leading edge structure;700304;JTI-CS2-2015-CFP02-AIR-02-11;665410;H2020-EU.3.4.5.4.
Active technologies for acoustic and vibration comfort;700306;JTI-CS2-2015-CFP02-LPA-01-04;665404;H2020-EU.3.4.5.1.
Business models for flexible and delocalised approaches for intensified processing;700308;SPIRE-06-2016;664203;H2020-EU.2.1.5.3.
Integration of Laser Beam Melting Simulation in the tool landscape for process preparation of Additive Manufacturing (AM) for Aero Engine applications;700310;JTI-CS2-2015-CFP02-ENG-02-02;665412;H2020-EU.3.4.5.5.
Fuel bladder tanks for a fast compound rotorcraft;700312;JTI-CS2-2015-CFP02-FRC-02-12;665408;H2020-EU.3.4.5.3.
Standardised installation packages integrating renewable and energy efficiency solutions for heating, cooling and/or hot water preparation;700314;EE-03-2016;664323;H2020-EU.3.3.1.
Development of functional requirements for sustainable and attractive European Rail Freight;700316;S2R-CFM-IP5-01-2015;700255;�H2020-EU.3.4.8.5.
Performance indicators and monitoring techniques for energy-efficiency and environmental quality at building and district level;700318;EEB-02-2016;664201;H2020-EU.2.1.5.2.
Big Data supporting Public Health policies;700320;SC1-PM-18-2016;664267;H2020-EU.3.1.5.
Start-up activities for advanced signalling and automation system;700322;S2R-CFM-IP2-01-2015;700323;�H2020-EU.3.4.8.2.
Experimental testbeds on Information-Centric Networking;700324;EUJ-03-2016;664147;H2020-EU.2.1.1.
Support for Europe�s leading Health ICT SMEs;700326;SC1-HCO-10-2016;664275;H2020-EU.3.1.6.
Food systems and water resources for the development of inclusive, sustainable and healthy Euro-Mediterranean societies;700328;SC5-12-2016;664399;H2020-EU.3.5.2.
Inequalities in the EU and their consequences for democracy, social cohesion and inclusion;700330;REV-INEQUAL-05-2016;664435;H2020-EU.3.6.
Innovation awards for students and researchers in the context of the Transport Research Arena conference - TRA 2018;700334;MG-8.6-2016;664357;H2020-EU.3.4.
Macro-economic and societal benefits from creating new markets in a circular economy;700336;SC5-25-2016;664411;H2020-EU.3.5.3.2.
Developing the next generation technologies of renewable electricity and heating/cooling;700351;LCE-07-2016-2017;664331;H2020-EU.3.3.2.
Addressing aviation safety challenges;700353;MG-3.1-2016;664357;H2020-EU.3.4.
Thematic Networks compiling knowledge ready for practice;700355;RUR-10-2016-2017;664283;H2020-EU.3.2.1.
Euro-African initiative on road safety and traffic management;700359;MG-3.6-2016;664357;H2020-EU.3.4.
Tackling inequalities at their roots: new policies for fairness in education from early age;700361;REV-INEQUAL-06-2016;664435;H2020-EU.3.6.
Intra-EU mobility and its impacts for social and economic systems;700365;REV-INEQUAL-04-2016;664435;H2020-EU.3.6.
Stimulating European research and development for the implementation of future road transport technologies;700369;GV-11-2016;664357;H2020-EU.3.4.
International Cooperation with South Korea on new generation high-efficiency capture processes;700371;LCE-24-2016;664331;H2020-EU.3.3.2.
Standardisation needs in the field of ICT for Active and Healthy Ageing;700373;SC1-HCO-16-2016;664261;H2020-EU.3.1.4.
Development of next generation biofuel technologies;700375;LCE-08-2016-2017;664341;H2020-EU.3.3.3.
Assessing future requirements for skills and jobs across transport modes and systems;700377;MG-8.3-2016;664357;H2020-EU.3.4.
Social Sciences and Humanities Support for the Energy Union;700379;LCE-31-2016-2017;664353;H2020-EU.3.3.6.
International Cooperation with Mexico on geothermal energy;700381;LCE-23-2016;664331;H2020-EU.3.3.2.
ERC Starting Grant;700383;ERC-2016-STG;664099;H2020-EU.1.1.
Smart Specialisation for systemic eco-innovation/circular economy;700385;CIRC-03-2016;664417;H2020-EU.3.5.4.
Software Technologies;700387;ICT-10-2016;664147;H2020-EU.2.1.1.
SSI - Smart System Integration;700389;ICT-03-2016;664147;H2020-EU.2.1.1.
Big data PPP: privacy-preserving big data technologies;700391;ICT-18-2016;664147;H2020-EU.2.1.1.
Initial Trajectory Information Sharing;700393;SESAR.IR-VLD.Wave1-27-2015;680827;H2020-EU.3.4.7.
FET Proactive: emerging themes and communities;700395;FETPROACT-01-2016;664105;H2020-EU.1.2.2.
Thin, Organic and Large Area Electronics;700397;ICT-02-2016;664147;H2020-EU.2.1.1.
Gaming and gamification;700399;ICT-24-2016;664147;H2020-EU.2.1.1.
Support technology transfer to the creative industries;700401;ICT-21-2016;664147;H2020-EU.2.1.1.
CHINA: Collaboration on Future Internet;700403;ICT-37-2016;664147;H2020-EU.2.1.1.
Promoting the deployment of green transport, towards Eco-labels for logistics;700405;MG-5.3-2016;664357;H2020-EU.3.4.
EU eHealth Interoperability conformity assessment;700407;SC1-HCO-15-2016;664267;H2020-EU.3.1.5.
Scientific Instrumentation;700409;COMPET-5-2016;664211;H2020-EU.2.1.6.2.
PCP - eHealth innovation in empowering the patient;700411;SC1-PM-12-2016;664261;H2020-EU.3.1.4.
High value-added specialised vessel concepts enabling more efficient servicing of emerging coastal and offshore activities;700413;BG-02-2016-2017;664281;H2020-EU.3.2.
SRC - In-Space electrical propulsion and station keeping - Disruptive Technologies;700416;COMPET-3-2016-b;664211;H2020-EU.2.1.6.2.
Freight Automation on lines and in yards;700420;S2R-OC-IP5-01-2015;700255;
Enabling responsible ICT-related research and innovation;700422;ICT-35-2016;664147;H2020-EU.2.1.1.
Dynamics of inequalities across the life-course;700424;REV-INEQUAL-03-2016;664435;H2020-EU.3.6.
A European map of knowledge production and co-creation in support of research and innovation for societal challenges;700428;CO-CREATION-09-2016;664447;H2020-EU.3.6.2.
Utilisation of captured CO2 as feedstock for the process industry;700431;LCE-25-2016;664331;H2020-EU.3.3.2.
Smart Cyber-Physical Systems;700433;ICT-01-2016;664147;H2020-EU.2.1.1.
Technical specifications for a new Adaptable Communication system for all Railways.;700435;S2R-OC-IP2-03-2015;700323;
User-driven e-infrastructure innovation;700437;EINFRA-22-2016;664129;H2020-EU.1.4.1.3.
Optimised Airspace Users Operations;700439;SESAR.IR-VLD.Wave1-09-2015;680827;H2020-EU.3.4.7.
Co-creation between public administrations: once-only principle;700441;CO-CREATION-05-2016;664447;H2020-EU.3.6.2.
ERA-NET on manufacturing technologies supporting industry and particularly SMEs in the global competition;700445;NMBP-21-2016;664199;H2020-EU.2.1.5.1.
Multi-use of the oceans' marine space, offshore and near-shore: compatibility, regulations, environmental and legal issues;700447;BG-03-2016;664353;H2020-EU.3.3.6.
ERA-NET Cofund: Public-Public Partnerships in the bioeconomy;700452;SFS-19-2016-2017;664283;H2020-EU.3.2.1.
Support for international research on animal health;700455;SFS-12-2016;664285;H2020-EU.3.2.1.1.
Demonstration of integrated logistics centres for food and non-food applications;700457;RUR-08-2016;664311;H2020-EU.3.2.4.1.
Reinforcing international cooperation on sustainable aquaculture production with countries from South-East Asia;700460;SFS-24-2016;664281;H2020-EU.3.2.
Technologies for Learning and Skills;700463;ICT-22-2016;664147;H2020-EU.2.1.1.
Cloud Computing;700465;ICT-06-2016;664147;H2020-EU.2.1.1.
Big Data PPP: cross-sectorial and cross-lingual data integration and experimentation;700467;ICT-14-2016-2017;664147;H2020-EU.2.1.1.
Support to the BLUEMED Initiative: Coordination of marine and maritime research and innovation activities in the Mediterranean;700469;BG-13-2016;664281;H2020-EU.3.2.
An integrated Arctic observation system;700472;BG-09-2016;664391;H2020-EU.3.5.1.
Large-scale algae biomass integrated biorefineries;700477;BG-01-2016;664281;H2020-EU.3.2.
Impact of Arctic changes on the weather and climate of the Northern Hemisphere;700480;BG-10-2016;664391;H2020-EU.3.5.1.
International partnership building in low and middle income countries;700484;ICT-39-2016-2017;664147;H2020-EU.2.1.1.
Digital health literacy;700490;SC1-HCO-12-2016;664261;H2020-EU.3.1.4.
PPI for deployment and scaling up of ICT solutions for active and healthy ageing;700492;SC1-PM-13-2016;664261;H2020-EU.3.1.4.
Photonics KET 2016;700494;ICT-29-2016;664147;H2020-EU.2.1.1.
Coordination of activities in support of road automation;700496;ART-06-2016;664357;H2020-EU.3.4.
ERA-NET Co-fund on electromobility;700498;GV-12-2016;664357;H2020-EU.3.4.
Support Action to a common agricultural and wider bioeconomy research agenda;700500;SFS-25-2016;664281;H2020-EU.3.2.
Downstream applications;700502;EO-1-2016;664541;H2020-EU.2.1.6.1.2.
Supporting international cooperation activities on water;700505;SC5-11-2016;664399;H2020-EU.3.5.2.
Peer learning of innovation agencies;700507;INNOSUP-05-2016-2017;664231;H2020-EU.2.3.2.2.
Long-term needs of different actors in the railway sector;700509;S2R-OC-CCA-01-2015;700201;
Threat detection and profile protection definition for cyber-security assessment;700511;S2R-OC-IP2-01-2015;700323;
Validation and Demonstration Engineering;700513;SESAR.IR-VLD.Wave1-03-2015;680827;H2020-EU.3.4.7.
Spotlight on critical outbreak of pests: the case of Xylella fastidiosa;700515;SFS-09-2016;664285;H2020-EU.3.2.1.1.
ERA-NET Cofund on marine technologies;700517;BG-05-2016;664281;H2020-EU.3.2.
Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials;664599;SC5-20-2014;664225;H2020-EU.2.3.1.
Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials;664600;SC5-20-2015;664225;H2020-EU.2.3.1.
EGNSS applications;664634;GALILEO-1-2014;664143;H2020-EU.2.
EGNSS applications;664635;GALILEO-1-2015;664143;H2020-EU.2.
Small and Medium Enterprise (SME) based EGNSS applications;664636;GALILEO-2-2014;664143;H2020-EU.2.
Small and Medium Enterprise (SME) based EGNSS applications;664637;GALILEO-2-2015;664143;H2020-EU.2.
Releasing the potential of EGNSS applications through international cooperation;664638;GALILEO-3-2014;664143;H2020-EU.2.
Releasing the potential of EGNSS applications through international cooperation;664639;GALILEO-3-2015;664143;H2020-EU.2.
EGNSS awareness raising, capacity building and/or promotion activities, inside or outside of the European Union;664640;GALILEO-4-2014;664143;H2020-EU.2.
SME Instrument;664667;Space-SME-2014-1;664207;H2020-EU.2.1.6.
SME Instrument;664668;Space-SME-2014-2;664207;H2020-EU.2.1.6.
SME Instrument;664669;Space-SME-2015-1;664207;H2020-EU.2.1.6.
SME Instrument;664670;Space-SME-2015-2;664207;H2020-EU.2.1.6.
Resource-efficient eco-innovative food production and processing;664736;SFS-08-2014;664281;H2020-EU.3.2.
Resource-efficient eco-innovative food production and processing;664737;SFS-08-2015;664281;H2020-EU.3.2.
Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth;664763;BG-12-2014;664281;H2020-EU.3.2.
Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth;664764;BG-12-2015;664281;H2020-EU.3.2.
Open Disruptive Innovation Scheme (implemented through the SME instrument);664822;ICT-37-2014;664147;H2020-EU.2.1.1.
Open Disruptive Innovation Scheme (implemented through the SME instrument);664823;ICT-37-2015;664147;H2020-EU.2.1.1.
New knowledge and technologies;664844;LCE-01-2014;664235;H2020-EU.3.
Developing the next generation technologies of renewable electricity and heating/cooling;664845;LCE-02-2014;664335;H2020-EU.3.3.2.2.
Developing the next generation technologies of renewable electricity and heating/cooling;664846;LCE-02-2015;664335;H2020-EU.3.3.2.2.
Demonstration of renewable electricity and heating/cooling technologies;664847;LCE-03-2014;664335;H2020-EU.3.3.2.2.
Demonstration of renewable electricity and heating/cooling technologies;664848;LCE-03-2015;664335;H2020-EU.3.3.2.2.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664849;LCE-04-2014;664339;H2020-EU.3.3.2.4.
Market uptake of existing and emerging renewable electricity, heating and cooling technologies;664850;LCE-04-2015;664339;H2020-EU.3.3.2.4.
Innovation and technologies for the deployment of meshed off-shore grids �;664851;LCE-05-2015;664321;H2020-EU.3.3.
Transmission grid and wholesale market;664852;LCE-06-2015;664321;H2020-EU.3.3.
Distribution grid and retail market;664853;LCE-07-2014;664321;H2020-EU.3.3.
Local / small-scale storage;664854;LCE-08-2014;664321;H2020-EU.3.3.
Large scale energy storage;664855;LCE-09-2015;664321;H2020-EU.3.3.
Next generation technologies for energy storage;664856;LCE-10-2014;664321;H2020-EU.3.3.
Developing next generation technologies for biofuels and sustainable alternative fuels;664857;LCE-11-2014;664235;H2020-EU.3.
Developing next generation technologies for biofuels and sustainable alternative fuels;664858;LCE-11-2015;664235;H2020-EU.3.
Demonstrating advanced biofuel technologies;664859;LCE-12-2014;664235;H2020-EU.3.
Demonstrating advanced biofuel technologies;664860;LCE-12-2015;664235;H2020-EU.3.
Partnering with Brazil on advanced biofuels;664861;LCE-13-2015;664235;H2020-EU.3.
Market uptake of existing and emerging sustainable bioenergy;664862;LCE-14-2014;664343;H2020-EU.3.3.3.1.
Market uptake of existing and emerging sustainable bioenergy;664863;LCE-14-2015;664343;H2020-EU.3.3.3.1.
Enabling decarbonisation of the fossil fuel-based power sector and energy intensive industry through CCS;664864;LCE-15-2014;664235;H2020-EU.3.
Enabling decarbonisation of the fossil fuel-based power sector and energy intensive industry through CCS;664865;LCE-15-2015;664235;H2020-EU.3.
Understanding, preventing and mitigating the potential environmental impacts and risks of shale gas exploration and exploitation;664866;LCE-16-2014;664235;H2020-EU.3.
Highly flexible and efficient fossil fuel power plants;664867;LCE-17-2015;664235;H2020-EU.3.
Supporting Joint Actions on demonstration and validation of innovative energy solutions;664868;LCE-18-2014;664321;H2020-EU.3.3.
"Supporting coordination of national R&amp;D activities";664869;LCE-19-2014;664321;H2020-EU.3.3.
"Supporting coordination of national R&amp;D activities";664870;LCE-19-2015;664321;H2020-EU.3.3.
The human factor in the energy system;664871;LCE-20-2014;664235;H2020-EU.3.
Modelling and analysing the energy system, its transformation and impacts;664872;LCE-21-2015;664235;H2020-EU.3.
Fostering the network of National Contact Points;664873;LCE-22-2014;664321;H2020-EU.3.3.
Stimulating the innovation potential of SMEs for a low carbon energy system;664880;SIE-01-2014;664321;H2020-EU.3.3.
Stimulating the innovation potential of SMEs for a low carbon energy system;664881;SIE-01-2015;664321;H2020-EU.3.3.
Small business innovation research for Transport;664933;IT-1-2014;664357;H2020-EU.3.4.
Small business innovation research for Transport;664934;IT-1-2015;664357;H2020-EU.3.4.
Improved safety design and operation of fission reactors;664939;NFRP-01-2014;664519;H2020-Euratom-1.1.
Tool for the fast and reliable prediction of severe accident progression and anticipation of the source term of a nuclear accident;664940;NFRP-02-2014;664519;H2020-Euratom-1.1.
EU concerted development of Member State research on radioactive waste management;664942;NFRP-04-2014;664521;H2020-Euratom-1.2.
Supporting the licensing of geological repositories;664943;NFRP-05-2014;664521;H2020-Euratom-1.2.
Supporting the implementation of the first-of-the-kind geological repositories;664944;NFRP-06-2014;664521;H2020-Euratom-1.2.
Integrating radiation research in the European Union;664945;NFRP-07-2015;664533;H2020-Euratom-1.8.
High density uranium fuel and targets for the production of medical radioisotopes;664946;NFRP-08-2015;664533;H2020-Euratom-1.8.
Transmutation of minor actinides (Towards industrial application);664947;NFRP-09-2015;664519;H2020-Euratom-1.1.
Nuclear developments and interaction with society;664950;NFRP-12-2015;664521;H2020-Euratom-1.2.
Fostering the network of National Contact Points;664951;NFRP-13-2014;664521;H2020-Euratom-1.2.
Regional initiative aiming at nuclear research and training capacity building;664952;NFRP-14-2014;664521;H2020-Euratom-1.2.
Innovative mobile e-government applications by SMEs;664998;INSO-9-2015;664225;H2020-EU.2.3.1.
SME business model innovation;664999;INSO-10-2015;664225;H2020-EU.2.3.1.
Supporting Joint Actions on demonstration and validation of innovative energy solutions;665000;LCE-18-2015;664321;H2020-EU.3.3.
Open access pilot lines for cost-effective nanocomposites;665001;NMP-01-2014;664169;H2020-EU.2.1.2.4.
Integration of novel nano materials into existing production lines;665002;NMP-02-2015;664165;H2020-EU.2.1.2.2.
Manufacturing and control of nanoporous materials;665003;NMP-03-2015;664161;H2020-EU.2.1.2.
High-definition printing of multifunctional materials;665004;NMP-04-2014;664161;H2020-EU.2.1.2.
Industrial-scale production of nanomaterials for printing applications;665005;NMP-05-2014;664161;H2020-EU.2.1.2.
Novel nanomatrices and nanocapsules;665006;NMP-06-2015;664171;H2020-EU.2.1.2.5.
Additive manufacturing for tabletop nanofactories;665007;NMP-07-2015;664165;H2020-EU.2.1.2.2.
Scale-up of nanopharmaceuticals production;665008;NMP-08-2014;664161;H2020-EU.2.1.2.
Networking of SMEs in the nano-biomedical sector;665009;NMP-09-2014;664161;H2020-EU.2.1.2.
Biomaterials for the treatment of diabetes mellitus;665010;NMP-10-2014;664173;H2020-EU.2.1.3.
Storage of energy produced by decentralised sources;665013;NMP-13-2014;664173;H2020-EU.2.1.3.
Post-lithium ion batteries for electric automotive applications;665017;NMP-17-2014;664177;H2020-EU.2.1.3.2.
Materials solutions for use in the creative industry sector;665018;NMP-18-2014;664173;H2020-EU.2.1.3.
Widening materials models;665020;NMP-20-2014;664173;H2020-EU.2.1.3.
Materials-based solutions for protection or preservation of European cultural heritage;665021;NMP-21-2014;664173;H2020-EU.2.1.3.
Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs;665025;NMP-25-2014;664161;H2020-EU.2.1.2.
"Joint EU &amp; MS activity on the next phase of research in support of regulation 'NANOREG II'";665026;NMP-26-2014;664165;H2020-EU.2.1.2.2.
Coordination of EU and international efforts in safety of nanotechnology;665027;NMP-27-2014;664161;H2020-EU.2.1.2.
Assessment of environmental fate of nanomaterials;665028;NMP-28-2014;664161;H2020-EU.2.1.2.
Increasing the capacity to perform nano-safety assessment;665029;NMP-29-2015;664161;H2020-EU.2.1.2.
Next generation tools for risk governance of nanomaterials;665030;NMP-30-2015;664161;H2020-EU.2.1.2.
Novel visualization tools for enhanced nanotechnology awareness;665031;NMP-31-2014;664161;H2020-EU.2.1.2.
Societal engagement on responsible nanotechnology;665032;NMP-32-2015;664161;H2020-EU.2.1.2.
The materials 'common house';665033;NMP-33-2014;664143;H2020-EU.2.
Business models with new supply chains for sustainable customer-driven small series production;665035;NMP-35-2014;664205;H2020-EU.2.1.5.4.
Facilitating knowledge management, networking and coordination in NMP;665036;NMP-36-2014;664143;H2020-EU.2.
Practical experience and facilitating combined funding for large-scale RDI initiatives;665037;NMP-37-2014;664143;H2020-EU.2.
Presidency events;665038;NMP-38-2014;664173;H2020-EU.2.1.3.
Support for NCPs;665039;NMP-39-2014;664173;H2020-EU.2.1.3.
Process optimisation of manufacturing assets;665040;FoF-01-2014;664147;H2020-EU.2.1.1.
Manufacturing �processes for complex structures and geometries with efficient use of material;665041;FoF-02-2014;664199;H2020-EU.2.1.5.1.
Global energy and other resources efficiency in manufacturing enterprises;665042;FoF-03-2014;664199;H2020-EU.2.1.5.1.
Developing smart factories that are attractive to workers;665043;FoF-04-2014;664199;H2020-EU.2.1.5.1.
Innovative Product-Service design using manufacturing intelligence;665044;FoF-05-2014;664199;H2020-EU.2.1.5.1.
Symbiotic human-robot collaboration for safe and dynamic multimodal manufacturing systems;665045;FoF-06-2014;664199;H2020-EU.2.1.5.1.
Support for the enhancement of the impact of FoF PPP projects;665046;FoF-07-2014;664199;H2020-EU.2.1.5.1.
ICT-enabled modelling, simulation, analytics and forecasting technologies;665047;FoF-08-2015;664147;H2020-EU.2.1.1.
ICT Innovation for Manufacturing SMEs (I4MS);665048;FoF-09-2015;664147;H2020-EU.2.1.1.
Manufacturing of custom made parts for personalised products;665049;FoF-10-2015;664199;H2020-EU.2.1.5.1.
Flexible production systems based on integrated tools for rapid reconfiguration of machinery and robots;665050;FoF-11-2015;664199;H2020-EU.2.1.5.1.
Industrial technologies for advanced joining and assembly processes for multi-materials;665051;FoF-12-2015;664199;H2020-EU.2.1.5.1.
Re-use and remanufacturing technologies and equipment for sustainable product lifecycle management;665052;FoF-13-2015;664199;H2020-EU.2.1.5.1.
Integrated design and management of production machinery and processes;665053;FoF-14-2015;664199;H2020-EU.2.1.5.1.
Materials for building envelope;665054;EeB-01-2014;664201;H2020-EU.2.1.5.2.
Adaptable envelopes integrated in building refurbishment projects;665055;EeB-02-2014;664201;H2020-EU.2.1.5.2.
Development of new self-inspection techniques and quality check methodologies for efficient construction processes;665056;EeB-03-2014;664201;H2020-EU.2.1.5.2.
Support for the enhancement of the impact of EeB PPP projects;665057;EeB-04-2014;664201;H2020-EU.2.1.5.2.
Innovative design tools for refurbishing of buildings at district level;665058;EeB-05-2015;664201;H2020-EU.2.1.5.2.
Integrated solutions of thermal energy storage for building applications;665059;EeB-06-2015;664201;H2020-EU.2.1.5.2.
